"year","inundated_area","wetland_name","wetland_surface_water","wetland_surface_water_lagged"
1988,85767300,"kerang wetlands",0.987859349329147,0.248736316740595
1989,97216200,"kerang wetlands",1.43861845079897,0.987859349329147
1990,67926600,"kerang wetlands",0.285446200328578,1.43861845079897
1991,69849000,"kerang wetlands",0.361133759540867,0.285446200328578
1992,84778200,"kerang wetlands",0.948917107955408,0.361133759540867
1993,85072500,"kerang wetlands",0.960504107890997,0.948917107955408
1994,61842600,"kerang wetlands",0.0459106664919313,0.960504107890997
1995,78579900,"kerang wetlands",0.704881424296682,0.0459106664919313
1996,76141800,"kerang wetlands",0.608890039509186,0.704881424296682
1997,60451200,"kerang wetlands",-0.008870684885503,0.608890039509186
1998,54412200,"kerang wetlands",-0.246634506193772,-0.008870684885503
1999,49110300,"kerang wetlands",-0.455377676287217,-0.246634506193772
2000,54706500,"kerang wetlands",-0.235047506258183,-0.455377676287217
2001,45355500,"kerang wetlands",-0.603209369655041,-0.235047506258183
2002,40034700,"kerang wetlands",-0.812696659010404,-0.603209369655041
2003,40715100,"kerang wetlands",-0.785908365581335,-0.812696659010404
2004,40401000,"kerang wetlands",-0.798274919029411,-0.785908365581335
2005,40579200,"kerang wetlands",-0.791258937417035,-0.798274919029411
2006,45103500,"kerang wetlands",-0.613130959813955,-0.791258937417035
2007,42799500,"kerang wetlands",-0.703842641266886,-0.613130959813955
2008,34621200,"kerang wetlands",-1.02583367617422,-0.703842641266886
2009,35086500,"kerang wetlands",-1.0075141686308,-1.02583367617422
2010,158238900,"kerang wetlands",3.84116694203065,-1.0075141686308
2011,80991900,"kerang wetlands",0.79984521581772,3.84116694203065
2012,55503900,"kerang wetlands",-0.203652760255332,0.79984521581772
2013,42314400,"kerang wetlands",-0.722941702322796,-0.203652760255332
2014,40835700,"kerang wetlands",-0.781160176005283,-0.722941702322796
2015,37044000,"kerang wetlands",-0.930444673646377,-0.781160176005283
2016,66465000,"kerang wetlands",0.227900977406875,-0.930444673646377
2017,58710600,"kerang wetlands",-0.0774005254831472,0.227900977406875
2018,43479000,"kerang wetlands",-0.677089782088385,-0.0774005254831472
2019,40437000,"kerang wetlands",-0.796857549006708,-0.677089782088385
2020,40083300,"kerang wetlands",-0.810783209479756,-0.796857549006708
2021,42042600,"kerang wetlands",-0.733642845994197,-0.810783209479756
2022,116672400,"kerang wetlands",2.20463607956829,-0.733642845994197
2023,69996600,"kerang wetlands",0.366944976633946,2.20463607956829
2024,55347300,"kerang wetlands",-0.209818319854086,0.366944976633946
1987,2173500,"noora evaporation basin",0.166960851659055,NA
1988,2243700,"noora evaporation basin",0.240307815393669,0.166960851659055
1989,1761300,"noora evaporation basin",-0.263717473859575,0.240307815393669
1990,1597500,"noora evaporation basin",-0.434860389240341,-0.263717473859575
1991,1198800,"noora evaporation basin",-0.851433529425392,-0.434860389240341
1992,1602000,"noora evaporation basin",-0.430158660795815,-0.851433529425392
1993,834300,"noora evaporation basin",-1.23227353343204,-0.430158660795815
1994,2642400,"noora evaporation basin",0.65688095557872,-1.23227353343204
1995,2142000,"noora evaporation basin",0.13404875254737,0.65688095557872
1996,1265400,"noora evaporation basin",-0.781847948446399,0.13404875254737
1997,2146500,"noora evaporation basin",0.138750480991896,-0.781847948446399
1998,2119500,"noora evaporation basin",0.110540110324737,0.138750480991896
1999,2077200,"noora evaporation basin",0.0663438629461875,0.110540110324737
2000,2556900,"noora evaporation basin",0.567548115132716,0.0663438629461875
2001,1394100,"noora evaporation basin",-0.647378514932941,0.567548115132716
2002,784800,"noora evaporation basin",-1.28399254632183,-0.647378514932941
2003,1251900,"noora evaporation basin",-0.795953133779979,-1.28399254632183
2004,126900,"noora evaporation basin",-1.97138524491161,-0.795953133779979
2005,900900,"noora evaporation basin",-1.16268795245305,-1.97138524491161
2006,1039500,"noora evaporation basin",-1.01787471636163,-1.16268795245305
2007,804600,"noora evaporation basin",-1.26330494116592,-1.01787471636163
2008,1755900,"noora evaporation basin",-0.269359547993007,-1.26330494116592
2009,2103300,"noora evaporation basin",0.0936138879244414,-0.269359547993007
2010,2578500,"noora evaporation basin",0.590116411666444,0.0936138879244414
2011,1206000,"noora evaporation basin",-0.84391076391415,0.590116411666444
2012,379800,"noora evaporation basin",-1.70714810632922,-0.84391076391415
2013,2110500,"noora evaporation basin",0.101136653435684,-1.70714810632922
2014,2847600,"noora evaporation basin",0.87127977264913,0.101136653435684
2015,2510100,"noora evaporation basin",0.51865013930964,0.87127977264913
2016,2369700,"noora evaporation basin",0.371956211840412,0.51865013930964
2017,2469600,"noora evaporation basin",0.476334583308901,0.371956211840412
2018,2828700,"noora evaporation basin",0.851532513182119,0.476334583308901
2019,2844000,"noora evaporation basin",0.867518389893509,0.851532513182119
2020,3914100,"noora evaporation basin",1.98558941400192,0.867518389893509
2021,3835800,"noora evaporation basin",1.90377933906716,1.98558941400192
2022,3990600,"noora evaporation basin",2.06551879755887,1.90377933906716
2023,2349000,"noora evaporation basin",0.35032826099559,2.06551879755887
2024,3763800,"noora evaporation basin",1.82855168395473,0.35032826099559
1987,54620100,"paroo overflow lakes complex",-0.824238191186848,NA
1988,200979900,"paroo overflow lakes complex",0.24990738857813,-0.824238191186848
1989,384498000,"paroo overflow lakes complex",1.59676052667935,0.24990738857813
1990,485835300,"paroo overflow lakes complex",2.34048259284996,1.59676052667935
1991,126346500,"paroo overflow lakes complex",-0.297832747120549,2.34048259284996
1992,156645900,"paroo overflow lakes complex",-0.0754631717348832,-0.297832747120549
1993,129123900,"paroo overflow lakes complex",-0.277449199635247,-0.0754631717348832
1994,107512200,"paroo overflow lakes complex",-0.436059091328231,-0.277449199635247
1995,73113300,"paroo overflow lakes complex",-0.688515205532935,-0.436059091328231
1996,107850600,"paroo overflow lakes complex",-0.433575548277527,-0.688515205532935
1997,252108900,"paroo overflow lakes complex",0.62514696493587,-0.433575548277527
1998,352434600,"paroo overflow lakes complex",1.36144482262512,0.62514696493587
1999,301697100,"paroo overflow lakes complex",0.98907849421168,1.36144482262512
2000,396436500,"paroo overflow lakes complex",1.68437807606125,0.98907849421168
2001,87837300,"paroo overflow lakes complex",-0.580454662156546,1.68437807606125
2002,26804700,"paroo overflow lakes complex",-1.02837750375351,-0.580454662156546
2003,33116400,"paroo overflow lakes complex",-0.982055462757267,-1.02837750375351
2004,55951200,"paroo overflow lakes complex",-0.814469148176232,-0.982055462757267
2005,32498100,"paroo overflow lakes complex",-0.986593212958953,-0.814469148176232
2006,8245800,"paroo overflow lakes complex",-1.16458266664866,-0.986593212958953
2007,345469500,"paroo overflow lakes complex",1.31032742988735,-1.16458266664866
2008,145403100,"paroo overflow lakes complex",-0.15797492649392,1.31032742988735
2009,294408000,"paroo overflow lakes complex",0.935583241106218,-0.15797492649392
2010,429698700,"paroo overflow lakes complex",1.92849186347595,0.935583241106218
2011,264204900,"paroo overflow lakes complex",0.713920418663172,1.92849186347595
2012,346425300,"paroo overflow lakes complex",1.31734211797206,0.713920418663172
2013,98523000,"paroo overflow lakes complex",-0.502031506196408,1.31734211797206
2014,48915000,"paroo overflow lakes complex",-0.866108349161355,-0.502031506196408
2015,55958400,"paroo overflow lakes complex",-0.814416306834728,-0.866108349161355
2016,84113100,"paroo overflow lakes complex",-0.607786846049669,-0.814416306834728
2017,14732100,"paroo overflow lakes complex",-1.11697922312093,-0.607786846049669
2018,3828600,"paroo overflow lakes complex",-1.19700082966157,-1.11697922312093
2019,28913400,"paroo overflow lakes complex",-1.01290159586043,-1.19700082966157
2020,274455900,"paroo overflow lakes complex",0.789153278629986,-1.01290159586043
2021,145841400,"paroo overflow lakes complex",-0.154758209829843,0.789153278629986
2022,214079400,"paroo overflow lakes complex",0.3460456042776,-0.154758209829843
2023,102160800,"paroo overflow lakes complex",-0.475333418401337,0.3460456042776
2024,72487800,"paroo overflow lakes complex",-0.693105797076125,-0.475333418401337
1987,10716300,"upper darling river",-0.356087842312076,NA
1988,29871000,"upper darling river",-0.168483268195428,-0.356087842312076
1989,37269900,"upper darling river",-0.0960171119292556,-0.168483268195428
1990,174123000,"upper darling river",1.24434674352361,-0.0960171119292556
1991,12783600,"upper darling river",-0.335840334594839,1.24434674352361
1992,11960100,"upper darling river",-0.343905841587121,-0.335840334594839
1993,11849400,"upper darling river",-0.344990057281165,-0.343905841587121
1994,15334200,"upper darling river",-0.310859299823116,-0.344990057281165
1995,14117400,"upper darling river",-0.322776857695865,-0.310859299823116
1996,21783600,"upper darling river",-0.247692717192853,-0.322776857695865
1997,16706700,"upper darling river",-0.297416788169314,-0.247692717192853
1998,397028700,"upper darling river",3.42752522800382,-0.297416788169314
1999,16684200,"upper darling river",-0.297637157212819,3.42752522800382
2000,38211300,"upper darling river",-0.0867968711490078,-0.297637157212819
2001,14178600,"upper darling river",-0.322177453897531,-0.0867968711490078
2002,4776300,"upper darling river",-0.414265269797386,-0.322177453897531
2003,11661300,"upper darling river",-0.346832342484867,-0.414265269797386
2004,12179700,"upper darling river",-0.341755039722513,-0.346832342484867
2005,13095900,"upper darling river",-0.33278161227099,-0.341755039722513
2006,9325800,"upper darling river",-0.369706649200682,-0.33278161227099
2007,19405800,"upper darling river",-0.270981317710458,-0.369706649200682
2008,14602500,"upper darling river",-0.318025701117898,-0.270981317710458
2009,21861000,"upper darling river",-0.246934647683196,-0.318025701117898
2010,141159600,"upper darling river",0.921497280027091,-0.246934647683196
2011,35331300,"upper darling river",-0.115004108717643,0.921497280027091
2012,17532000,"upper darling river",-0.289333651653551,-0.115004108717643
2013,9606600,"upper darling river",-0.36695644353774,-0.289333651653551
2014,6536700,"upper darling river",-0.397023595833558,-0.36695644353774
2015,7236000,"upper darling river",-0.390174525961424,-0.397023595833558
2016,27387900,"upper darling river",-0.192803195836636,-0.390174525961424
2017,7613100,"upper darling river",-0.38648114079228,-0.192803195836636
2018,4842000,"upper darling river",-0.413621792190352,-0.38648114079228
2019,13532400,"upper darling river",-0.328506452826994,-0.413621792190352
2020,12930300,"upper darling river",-0.334403528431187,-0.328506452826994
2021,57760200,"upper darling river",0.104668568609846,-0.334403528431187
2022,497976300,"upper darling river",4.41622416383145,0.104668568609846
2023,10046700,"upper darling river",-0.362646025046783,4.41622416383145
2024,9771300,"upper darling river",-0.365343342139284,-0.362646025046783
1987,25818300,"corop wetlands complex",0.207279717752646,NA
1988,42684300,"corop wetlands complex",1.57367916054023,0.207279717752646
1989,29804400,"corop wetlands complex",0.530213716264183,1.57367916054023
1990,27061200,"corop wetlands complex",0.307973294619757,0.530213716264183
1991,46140300,"corop wetlands complex",1.85366709332061,0.307973294619757
1992,48534300,"corop wetlands complex",2.04761706759035,1.85366709332061
1993,46313100,"corop wetlands complex",1.86766648995963,2.04761706759035
1994,25697700,"corop wetlands complex",0.197509305514997,1.86766648995963
1995,24357600,"corop wetlands complex",0.0889410680384387,0.197509305514997
1996,29831400,"corop wetlands complex",0.53240112198903,0.0889410680384387
1997,23273100,"corop wetlands complex",0.00108027142376215,0.53240112198903
1998,19781100,"corop wetlands complex",-0.28182420232308,0.00108027142376215
1999,21065400,"corop wetlands complex",-0.177776603344538,-0.28182420232308
2000,23039100,"corop wetlands complex",-0.0178772448582427,-0.177776603344538
2001,17350200,"corop wetlands complex",-0.478763631083446,-0.0178772448582427
2002,5292900,"corop wetlands complex",-1.45558611427583,-0.478763631083446
2003,23904000,"corop wetlands complex",0.0521926518610138,-1.45558611427583
2004,16268400,"corop wetlands complex",-0.566405687125638,0.0521926518610138
2005,9752400,"corop wetlands complex",-1.09429960205531,-0.566405687125638
2006,7063200,"corop wetlands complex",-1.31216521225005,-1.09429960205531
2007,9222300,"corop wetlands complex",-1.13724566778647,-1.31216521225005
2008,8121600,"corop wetlands complex",-1.22641890783605,-1.13724566778647
2009,7049700,"corop wetlands complex",-1.31325891511247,-1.22641890783605
2010,47601900,"corop wetlands complex",1.97207865655898,-1.31325891511247
2011,36474300,"corop wetlands complex",1.07057584382548,1.97207865655898
2012,24763500,"corop wetlands complex",0.121825067435301,1.07057584382548
2013,21695400,"corop wetlands complex",-0.126737136431448,0.121825067435301
2014,22737600,"corop wetlands complex",-0.0423032754523644,-0.126737136431448
2015,8928000,"corop wetlands complex",-1.1610883901873,-0.0423032754523644
2016,28316700,"corop wetlands complex",0.409687660825129,-1.1610883901873
2017,24696000,"corop wetlands complex",0.116356553123184,0.409687660825129
2018,10395900,"corop wetlands complex",-1.0421664322798,0.116356553123184
2019,8156700,"corop wetlands complex",-1.22357528039375,-1.0421664322798
2020,18502200,"corop wetlands complex",-0.385434320156653,-1.22357528039375
2021,5995800,"corop wetlands complex",-1.39864065190565,-0.385434320156653
2022,33943500,"corop wetlands complex",0.865543013883185,-1.39864065190565
2023,31050900,"corop wetlands complex",0.63119894722794,0.865543013883185
2024,23186700,"corop wetlands complex",-0.00591942689574735,0.63119894722794
1987,12071700,"narran lakes",-0.786565927120886,NA
1988,193310100,"narran lakes",1.70941746457868,-0.786565927120886
1989,151294500,"narran lakes",1.13078600572508,1.70941746457868
1990,249451200,"narran lakes",2.48258282684046,1.13078600572508
1991,66107700,"narran lakes",-0.0423916320825388,2.48258282684046
1992,139500,"narran lakes",-0.950894088407002,-0.0423916320825388
1993,15775200,"narran lakes",-0.73556197602024,-0.950894088407002
1994,53061300,"narran lakes",-0.222064359945228,-0.73556197602024
1995,61967700,"narran lakes",-0.0994069844672223,-0.222064359945228
1996,115830900,"narran lakes",0.642387539341155,-0.0994069844672223
1997,90368100,"narran lakes",0.291718332891707,0.642387539341155
1998,131142600,"narran lakes",0.853257580671725,0.291718332891707
1999,115897500,"narran lakes",0.64330474283604,0.853257580671725
2000,81112500,"narran lakes",0.164251836386471,0.64330474283604
2001,15238800,"narran lakes",-0.742949182546603,0.164251836386471
2002,147600,"narran lakes",-0.950782536630597,-0.742949182546603
2003,21166200,"narran lakes",-0.661318071501924,-0.950782536630597
2004,22673700,"narran lakes",-0.640557046448805,-0.661318071501924
2005,399600,"narran lakes",-0.947312036920225,-0.640557046448805
2006,304200,"narran lakes",-0.948625868953437,-0.947312036920225
2007,26907300,"narran lakes",-0.582252651314555,-0.948625868953437
2008,11357100,"narran lakes",-0.796407272728155,-0.582252651314555
2009,32256900,"narran lakes",-0.508578900320086,-0.796407272728155
2010,176906700,"narran lakes",1.48351272271711,-0.508578900320086
2011,209487600,"narran lakes",1.93221115134275,1.48351272271711
2012,141116400,"narran lakes",0.990615001351521,1.93221115134275
2013,93610800,"narran lakes",0.336376227379101,0.990615001351521
2014,3392100,"narran lakes",-0.906099852859557,0.336376227379101
2015,1495800,"narran lakes",-0.932215363180107,-0.906099852859557
2016,9599400,"narran lakes",-0.820614008208,-0.932215363180107
2017,2970000,"narran lakes",-0.91191293987443,-0.820614008208
2018,165600,"narran lakes",-0.950534643794142,-0.91191293987443
2019,8675100,"narran lakes",-0.833343305359972,-0.950534643794142
2020,56552400,"narran lakes",-0.173985544314753,-0.833343305359972
2021,51032700,"narran lakes",-0.250001882613723,-0.173985544314753
2022,239189400,"narran lakes",2.34125912077738,-0.250001882613723
2023,93517200,"narran lakes",0.335087184629534,2.34125912077738
2024,73368900,"narran lakes",0.057608338143467,0.335087184629534
1987,58121100,"burrendong dam",0.517630114054707,NA
1988,58834800,"burrendong dam",0.558450127131451,0.517630114054707
1989,66581100,"burrendong dam",1.00149912152178,0.558450127131451
1990,70496100,"burrendong dam",1.22541722604112,1.00149912152178
1991,60764400,"burrendong dam",0.668813441175005,1.22541722604112
1992,61269300,"burrendong dam",0.697691155344051,0.668813441175005
1993,64014300,"burrendong dam",0.854691205639219,0.697691155344051
1994,47621700,"burrendong dam",-0.0828822094677298,0.854691205639219
1995,23880600,"burrendong dam",-1.44075248052879,-0.0828822094677298
1996,46105200,"burrendong dam",-0.169618302827519,-1.44075248052879
1997,39281400,"burrendong dam",-0.55990498523341,-0.169618302827519
1998,68787900,"burrendong dam",1.12771686687383,-0.55990498523341
1999,62860500,"burrendong dam",0.788699709088922,1.12771686687383
2000,70553700,"burrendong dam",1.228711653326,0.788699709088922
2001,58629600,"burrendong dam",0.546713729929058,1.228711653326
2002,36848700,"burrendong dam",-0.699043062593357,0.546713729929058
2003,30692700,"burrendong dam",-1.05113497866514,-0.699043062593357
2004,26032500,"burrendong dam",-1.31767473618265,-1.05113497866514
2005,37176300,"burrendong dam",-0.680306007410589,-1.31767473618265
2006,32083200,"burrendong dam",-0.971605444991034,-0.680306007410589
2007,25722000,"burrendong dam",-1.33543375826521,-0.971605444991034
2008,28204200,"burrendong dam",-1.19346453245732,-1.33543375826521
2009,25227900,"burrendong dam",-1.36369376731834,-1.19346453245732
2010,66640500,"burrendong dam",1.00489649965932,-1.36369376731834
2011,60808500,"burrendong dam",0.671335737064993,1.00489649965932
2012,64891800,"burrendong dam",0.904879746307346,0.671335737064993
2013,41116500,"burrendong dam",-0.454946590954115,0.904879746307346
2014,27903600,"burrendong dam",-1.2106573248503,-0.454946590954115
2015,25137000,"burrendong dam",-1.3688927853773,-1.2106573248503
2016,67971600,"burrendong dam",1.08102865519589,-1.3688927853773
2017,59203800,"burrendong dam",0.579555051925227,1.08102865519589
2018,36295200,"burrendong dam",-0.730700449784022,0.579555051925227
2019,13992300,"burrendong dam",-2.00631298957568,-0.730700449784022
2020,40239000,"burrendong dam",-0.505135131622243,-2.00631298957568
2021,70725600,"burrendong dam",1.23854345975432,-0.505135131622243
2022,73231200,"burrendong dam",1.3818510466467,1.23854345975432
2023,63398700,"burrendong dam",0.81948201403204,1.3818510466467
2024,53346600,"burrendong dam",0.244552977393767,0.81948201403204
1987,44201700,"gwydir wetlands",-0.53360682404945,NA
1988,91760400,"gwydir wetlands",-0.289158100572163,-0.53360682404945
1989,79743600,"gwydir wetlands",-0.350923695937088,-0.289158100572163
1990,118052100,"gwydir wetlands",-0.154020418023065,-0.350923695937088
1991,84467700,"gwydir wetlands",-0.326642119388968,-0.154020418023065
1992,51091200,"gwydir wetlands",-0.498195227845248,-0.326642119388968
1993,39315600,"gwydir wetlands",-0.558721070397276,-0.498195227845248
1994,38401200,"gwydir wetlands",-0.563421028822288,-0.558721070397276
1995,105561000,"gwydir wetlands",-0.218223885523799,-0.563421028822288
1996,154615500,"gwydir wetlands",0.0339131557707818,-0.218223885523799
1997,105565500,"gwydir wetlands",-0.21820075580714,0.0339131557707818
1998,239872500,"gwydir wetlands",0.472128767583195,-0.21820075580714
1999,112655700,"gwydir wetlands",-0.181757574239968,0.472128767583195
2000,260809200,"gwydir wetlands",0.579742087308649,-0.181757574239968
2001,116534700,"gwydir wetlands",-0.16181975848032,0.579742087308649
2002,48347100,"gwydir wetlands",-0.512299729063617,-0.16181975848032
2003,127784700,"gwydir wetlands",-0.103995466834007,-0.512299729063617
2004,325539900,"gwydir wetlands",0.912453809554867,-0.103995466834007
2005,175716900,"gwydir wetlands",0.142373023125937,0.912453809554867
2006,68216400,"gwydir wetlands",-0.410172778129565,0.142373023125937
2007,68851800,"gwydir wetlands",-0.406906862137382,-0.410172778129565
2008,65973600,"gwydir wetlands",-0.421700628912174,-0.406906862137382
2009,64945800,"gwydir wetlands",-0.426983456196981,-0.421700628912174
2010,111649500,"gwydir wetlands",-0.186929378884814,-0.426983456196981
2011,425929500,"gwydir wetlands",1.42845003254657,-0.186929378884814
2012,160596900,"gwydir wetlands",0.0646571751532932,1.42845003254657
2013,93722400,"gwydir wetlands",-0.279073544109046,0.0646571751532932
2014,55504800,"gwydir wetlands",-0.475509601746567,-0.279073544109046
2015,42826500,"gwydir wetlands",-0.540675265460295,-0.475509601746567
2016,102670200,"gwydir wetlands",-0.233082415505235,-0.540675265460295
2017,47808000,"gwydir wetlands",-0.515070669119308,-0.233082415505235
2018,30183300,"gwydir wetlands",-0.605660517384087,-0.515070669119308
2019,32491800,"gwydir wetlands",-0.593794972738263,-0.605660517384087
2020,64527300,"gwydir wetlands",-0.429134519846224,-0.593794972738263
2021,636884100,"gwydir wetlands",2.51274339383823,-0.429134519846224
2022,1071091800,"gwydir wetlands",4.74454363204929,2.51274339383823
2023,78581700,"gwydir wetlands",-0.356895788778319,4.74454363204929
2024,82174500,"gwydir wetlands",-0.338429022998153,-0.356895788778319
1987,292312800,"menindee lakes",-0.377435148447627,NA
1988,539941500,"menindee lakes",0.979104443919779,-0.377435148447627
1989,554639400,"menindee lakes",1.05962129545862,0.979104443919779
1990,634479300,"menindee lakes",1.49699380276757,1.05962129545862
1991,485642700,"menindee lakes",0.681649132729924,1.49699380276757
1992,463786200,"menindee lakes",0.561916615454753,0.681649132729924
1993,398253600,"menindee lakes",0.202921206236127,0.561916615454753
1994,269388900,"menindee lakes",-0.503015010400103,0.202921206236127
1995,358781400,"menindee lakes",-0.0133122194445177,-0.503015010400103
1996,474216300,"menindee lakes",0.619053948899347,-0.0133122194445177
1997,444868200,"menindee lakes",0.458281552118368,0.619053948899347
1998,476766000,"menindee lakes",0.633021510004579,0.458281552118368
1999,490718700,"menindee lakes",0.709456066945776,0.633021510004579
2000,477263700,"menindee lakes",0.635747970043828,0.709456066945776
2001,446884200,"menindee lakes",0.469325440884948,0.635747970043828
2002,241294500,"menindee lakes",-0.656919488854365,0.469325440884948
2003,107865900,"menindee lakes",-1.38785729474744,-0.656919488854365
2004,161089200,"menindee lakes",-1.09629370100225,-1.38785729474744
2005,143156700,"menindee lakes",-1.19453007764247,-1.09629370100225
2006,103279500,"menindee lakes",-1.4129821416914,-1.19453007764247
2007,156299400,"menindee lakes",-1.12253279743785,-1.4129821416914
2008,151490700,"menindee lakes",-1.14887543033063,-1.12253279743785
2009,145334700,"menindee lakes",-1.18259873352858,-1.14887543033063
2010,597411000,"menindee lakes",1.29392922837957,-1.18259873352858
2011,632909700,"menindee lakes",1.48839534651359,1.29392922837957
2012,500883300,"menindee lakes",0.765138959682271,1.48839534651359
2013,434448000,"menindee lakes",0.40119845205611,0.765138959682271
2014,249983100,"menindee lakes",-0.609322300393401,0.40119845205611
2015,106865100,"menindee lakes",-1.39333979667085,-0.609322300393401
2016,418617000,"menindee lakes",0.314474343393551,-1.39333979667085
2017,341356500,"menindee lakes",-0.108767902663154,0.314474343393551
2018,155681100,"menindee lakes",-1.1259199186801,-0.108767902663154
2019,23660100,"menindee lakes",-1.8491467236665,-1.1259199186801
2020,145968300,"menindee lakes",-1.17912779705908,-1.8491467236665
2021,475455600,"menindee lakes",0.625842982306302,-1.17912779705908
2022,746491500,"menindee lakes",2.11061001174567,0.625842982306302
2023,460962900,"menindee lakes",0.546450240874056,2.11061001174567
2024,417589200,"menindee lakes",0.308843932245589,0.546450240874056
1987,24866100,"barmah-millewa",-0.708914691502027,NA
1988,35278200,"barmah-millewa",-0.213560614195951,-0.708914691502027
1989,38547900,"barmah-millewa",-0.0580051329224642,-0.213560614195951
1990,74417400,"barmah-millewa",1.64848088583747,-0.0580051329224642
1991,50294700,"barmah-millewa",0.500847094322665,1.64848088583747
1992,78245100,"barmah-millewa",1.830583132426,0.500847094322665
1993,129229200,"barmah-millewa",4.25614395231639,1.830583132426
1994,37795500,"barmah-millewa",-0.0938004487343649,4.25614395231639
1995,43921800,"barmah-millewa",0.197657344006793,-0.0938004487343649
1996,74324700,"barmah-millewa",1.6440706974061,0.197657344006793
1997,25643700,"barmah-millewa",-0.671920489514608,1.6440706974061
1998,29567700,"barmah-millewa",-0.485236785041059,-0.671920489514608
1999,30207600,"barmah-millewa",-0.454793639655579,-0.485236785041059
2000,41291100,"barmah-millewa",0.0725021907553748,-0.454793639655579
2001,22541400,"barmah-millewa",-0.819511941193581,0.0725021907553748
2002,28852200,"barmah-millewa",-0.519276588953094,-0.819511941193581
2003,34486200,"barmah-millewa",-0.251239893997952,-0.519276588953094
2004,24241500,"barmah-millewa",-0.738629941709514,-0.251239893997952
2005,30449700,"barmah-millewa",-0.443275768897922,-0.738629941709514
2006,21539700,"barmah-millewa",-0.86716766667043,-0.443275768897922
2007,15726600,"barmah-millewa",-1.14372501694443,-0.86716766667043
2008,14527800,"barmah-millewa",-1.20075774500837,-1.14372501694443
2009,20785500,"barmah-millewa",-0.903048617209154,-1.20075774500837
2010,44473500,"barmah-millewa",0.22390438777796,-0.903048617209154
2011,42427800,"barmah-millewa",0.126580520743928,0.22390438777796
2012,38949300,"barmah-millewa",-0.0389085888409956,0.126580520743928
2013,46552500,"barmah-millewa",0.322812497258211,-0.0389085888409956
2014,27038700,"barmah-millewa",-0.605553576226993,0.322812497258211
2015,34304400,"barmah-millewa",-0.259889001407048,-0.605553576226993
2016,54685800,"barmah-millewa",0.709753010406712,-0.259889001407048
2017,41673600,"barmah-millewa",0.0906995702052047,0.709753010406712
2018,43409700,"barmah-millewa",0.173294264225727,0.0906995702052047
2019,32894100,"barmah-millewa",-0.326983809872656,0.173294264225727
2020,28154700,"barmah-millewa",-0.552460045596901,-0.326983809872656
2021,31369500,"barmah-millewa",-0.399516423491507,-0.552460045596901
2022,50616000,"barmah-millewa",0.516132893060522,-0.399516423491507
2023,39838500,"barmah-millewa",0.00339496620943249,0.516132893060522
2024,27981900,"barmah-millewa",-0.560680979371883,0.00339496620943249
1987,194674500,"coorong and murray mouth",-2.78611813609198,NA
1988,232269300,"coorong and murray mouth",0.221883660661693,-2.78611813609198
1989,231446700,"coorong and murray mouth",0.15606651898227,0.221883660661693
1990,229113000,"coorong and murray mouth",-0.0306554157822197,0.15606651898227
1991,217853100,"coorong and murray mouth",-0.93157254877047,-0.0306554157822197
1992,237715200,"coorong and murray mouth",0.657616181780061,-0.93157254877047
1993,235490400,"coorong and murray mouth",0.479607457237902,0.657616181780061
1994,230167800,"coorong and murray mouth",0.0537403063712635,0.479607457237902
1995,232237800,"coorong and murray mouth",0.219363310597383,0.0537403063712635
1996,200236500,"coorong and murray mouth",-2.34109632473658,0.219363310597383
1997,187183800,"coorong and murray mouth",-3.38545738138502,-2.34109632473658
1998,224459100,"coorong and murray mouth",-0.403019135283638,-3.38545738138502
1999,232855200,"coorong and murray mouth",0.268762171857868,-0.403019135283638
2000,224944200,"coorong and murray mouth",-0.364205744293256,0.268762171857868
2001,225379800,"coorong and murray mouth",-0.329352903403934,-0.364205744293256
2002,223401600,"coorong and murray mouth",-0.487630887442633,-0.329352903403934
2003,235571400,"coorong and murray mouth",0.486088357403272,-0.487630887442633
2004,232521300,"coorong and murray mouth",0.242046461176177,0.486088357403272
2005,234114300,"coorong and murray mouth",0.369504164428451,0.242046461176177
2006,219583800,"coorong and murray mouth",-0.793097315237067,0.369504164428451
2007,236477700,"coorong and murray mouth",0.558602429253577,-0.793097315237067
2008,221884200,"coorong and murray mouth",-0.609039750540562,0.558602429253577
2009,229068000,"coorong and murray mouth",-0.0342559158740919,-0.609039750540562
2010,232710300,"coorong and murray mouth",0.25716856156204,-0.0342559158740919
2011,239111100,"coorong and murray mouth",0.769303694629935,0.25716856156204
2012,223296300,"coorong and murray mouth",-0.496056057657614,0.769303694629935
2013,241561800,"coorong and murray mouth",0.965386929633293,-0.496056057657614
2014,235128600,"coorong and murray mouth",0.45065943649925,0.965386929633293
2015,231443100,"coorong and murray mouth",0.15577847897492,0.45065943649925
2016,241371900,"coorong and murray mouth",0.950192819245592,0.15577847897492
2017,238589100,"coorong and murray mouth",0.727537893564218,0.950192819245592
2018,238390200,"coorong and murray mouth",0.711623683158143,0.727537893564218
2019,233992800,"coorong and murray mouth",0.359782814180397,0.711623683158143
2020,236825100,"coorong and murray mouth",0.58639828996283,0.359782814180397
2021,243945000,"coorong and murray mouth",1.15606941449884,0.58639828996283
2022,244622700,"coorong and murray mouth",1.21029294588244,1.15606941449884
2023,241380900,"coorong and murray mouth",0.950912919263967,1.21029294588244
2024,229835700,"coorong and murray mouth",0.027168615693247,0.950912919263967
1987,572400,"fivebough",-1.03144771655414,NA
